file_name,transition,score
01_CHAIR_MC_V1_tx1_channel_1.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_2.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_3.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_4.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_5.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_6.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_7.npy,CHAIR,
01_CHAIR_MC_V1_tx1_channel_8.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_1.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_2.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_3.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_4.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_5.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_6.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_7.npy,CHAIR,
01_CHAIR_MC_V1_tx2_channel_8.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_1.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_2.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_3.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_4.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_5.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_6.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_7.npy,CHAIR,
01_CHAIR_MC_V1_tx3_channel_8.npy,CHAIR,
01_CRW2L_MC_V1_tx1_channel_1.npy,CRW2L,4
01_CRW2L_MC_V1_tx1_channel_2.npy,CRW2L,4
01_CRW2L_MC_V1_tx1_channel_3.npy,CRW2L,4
01_CRW2L_MC_V1_tx1_channel_4.npy,CRW2L,4
01_CRW2L_MC_V1_tx1_channel_5.npy,CRW2L,4
01_CRW2L_MC_V1_tx1_channel_6.npy,CRW2L,4
